name	type	units	low_cutoff	high_cutoff	sampling_frequency
O1	SEEG	muV	n/a	n/a	499.998117448616
O2	SEEG	muV	n/a	n/a	499.998117448616
O3	SEEG	muV	n/a	n/a	499.998117448616
O4	SEEG	muV	n/a	n/a	499.998117448616
O5	SEEG	muV	n/a	n/a	499.998117448616
O6	SEEG	muV	n/a	n/a	499.998117448616
O7	SEEG	muV	n/a	n/a	499.998117448616
O8	SEEG	muV	n/a	n/a	499.998117448616
O9	SEEG	muV	n/a	n/a	499.998117448616
O10	SEEG	muV	n/a	n/a	499.998117448616
O11	SEEG	muV	n/a	n/a	499.998117448616
O12	SEEG	muV	n/a	n/a	499.998117448616
O13	SEEG	muV	n/a	n/a	499.998117448616
O14	SEEG	muV	n/a	n/a	499.998117448616
O15	SEEG	muV	n/a	n/a	499.998117448616
AC1	SEEG	muV	n/a	n/a	499.998117448616
AC2	SEEG	muV	n/a	n/a	499.998117448616
AC3	SEEG	muV	n/a	n/a	499.998117448616
AC4	SEEG	muV	n/a	n/a	499.998117448616
AC5	SEEG	muV	n/a	n/a	499.998117448616
AC6	SEEG	muV	n/a	n/a	499.998117448616
AC7	SEEG	muV	n/a	n/a	499.998117448616
AC8	SEEG	muV	n/a	n/a	499.998117448616
AC9	SEEG	muV	n/a	n/a	499.998117448616
AC10	SEEG	muV	n/a	n/a	499.998117448616
AC11	SEEG	muV	n/a	n/a	499.998117448616
AC12	SEEG	muV	n/a	n/a	499.998117448616
AC13	SEEG	muV	n/a	n/a	499.998117448616
AC14	SEEG	muV	n/a	n/a	499.998117448616
AC15	SEEG	muV	n/a	n/a	499.998117448616
A1	SEEG	muV	n/a	n/a	499.998117448616
A2	SEEG	muV	n/a	n/a	499.998117448616
A3	SEEG	muV	n/a	n/a	499.998117448616
A4	SEEG	muV	n/a	n/a	499.998117448616
A5	SEEG	muV	n/a	n/a	499.998117448616
A6	SEEG	muV	n/a	n/a	499.998117448616
A7	SEEG	muV	n/a	n/a	499.998117448616
A8	SEEG	muV	n/a	n/a	499.998117448616
A9	SEEG	muV	n/a	n/a	499.998117448616
A10	SEEG	muV	n/a	n/a	499.998117448616
A11	SEEG	muV	n/a	n/a	499.998117448616
A12	SEEG	muV	n/a	n/a	499.998117448616
A13	SEEG	muV	n/a	n/a	499.998117448616
A14	SEEG	muV	n/a	n/a	499.998117448616
A15	SEEG	muV	n/a	n/a	499.998117448616
B1	SEEG	muV	n/a	n/a	499.998117448616
B2	SEEG	muV	n/a	n/a	499.998117448616
B3	SEEG	muV	n/a	n/a	499.998117448616
B4	SEEG	muV	n/a	n/a	499.998117448616
B5	SEEG	muV	n/a	n/a	499.998117448616
B6	SEEG	muV	n/a	n/a	499.998117448616
B7	SEEG	muV	n/a	n/a	499.998117448616
B8	SEEG	muV	n/a	n/a	499.998117448616
B9	SEEG	muV	n/a	n/a	499.998117448616
B10	SEEG	muV	n/a	n/a	499.998117448616
B11	SEEG	muV	n/a	n/a	499.998117448616
B12	SEEG	muV	n/a	n/a	499.998117448616
B13	SEEG	muV	n/a	n/a	499.998117448616
B14	SEEG	muV	n/a	n/a	499.998117448616
B15	SEEG	muV	n/a	n/a	499.998117448616
W1	SEEG	muV	n/a	n/a	499.998117448616
W2	SEEG	muV	n/a	n/a	499.998117448616
W3	SEEG	muV	n/a	n/a	499.998117448616
W4	SEEG	muV	n/a	n/a	499.998117448616
W5	SEEG	muV	n/a	n/a	499.998117448616
W6	SEEG	muV	n/a	n/a	499.998117448616
W7	SEEG	muV	n/a	n/a	499.998117448616
W8	SEEG	muV	n/a	n/a	499.998117448616
W9	SEEG	muV	n/a	n/a	499.998117448616
W10	SEEG	muV	n/a	n/a	499.998117448616
W11	SEEG	muV	n/a	n/a	499.998117448616
W12	SEEG	muV	n/a	n/a	499.998117448616
W13	SEEG	muV	n/a	n/a	499.998117448616
W14	SEEG	muV	n/a	n/a	499.998117448616
W15	SEEG	muV	n/a	n/a	499.998117448616
T1	SEEG	muV	n/a	n/a	499.998117448616
T2	SEEG	muV	n/a	n/a	499.998117448616
T3	SEEG	muV	n/a	n/a	499.998117448616
T4	SEEG	muV	n/a	n/a	499.998117448616
T5	SEEG	muV	n/a	n/a	499.998117448616
T6	SEEG	muV	n/a	n/a	499.998117448616
T7	SEEG	muV	n/a	n/a	499.998117448616
T8	SEEG	muV	n/a	n/a	499.998117448616
T9	SEEG	muV	n/a	n/a	499.998117448616
T10	SEEG	muV	n/a	n/a	499.998117448616
T11	SEEG	muV	n/a	n/a	499.998117448616
T12	SEEG	muV	n/a	n/a	499.998117448616
T13	SEEG	muV	n/a	n/a	499.998117448616
T14	SEEG	muV	n/a	n/a	499.998117448616
T15	SEEG	muV	n/a	n/a	499.998117448616
X1	SEEG	muV	n/a	n/a	499.998117448616
X2	SEEG	muV	n/a	n/a	499.998117448616
X3	SEEG	muV	n/a	n/a	499.998117448616
X4	SEEG	muV	n/a	n/a	499.998117448616
X5	SEEG	muV	n/a	n/a	499.998117448616
X6	SEEG	muV	n/a	n/a	499.998117448616
X7	SEEG	muV	n/a	n/a	499.998117448616
X8	SEEG	muV	n/a	n/a	499.998117448616
X9	SEEG	muV	n/a	n/a	499.998117448616
X10	SEEG	muV	n/a	n/a	499.998117448616
X11	SEEG	muV	n/a	n/a	499.998117448616
X12	SEEG	muV	n/a	n/a	499.998117448616
X13	SEEG	muV	n/a	n/a	499.998117448616
X14	SEEG	muV	n/a	n/a	499.998117448616
X15	SEEG	muV	n/a	n/a	499.998117448616
Z1	SEEG	muV	n/a	n/a	499.998117448616
Z2	SEEG	muV	n/a	n/a	499.998117448616
Z3	SEEG	muV	n/a	n/a	499.998117448616
Z4	SEEG	muV	n/a	n/a	499.998117448616
Z5	SEEG	muV	n/a	n/a	499.998117448616
Z6	SEEG	muV	n/a	n/a	499.998117448616
Z7	SEEG	muV	n/a	n/a	499.998117448616
Z8	SEEG	muV	n/a	n/a	499.998117448616
Z9	SEEG	muV	n/a	n/a	499.998117448616
Z10	SEEG	muV	n/a	n/a	499.998117448616
Z11	SEEG	muV	n/a	n/a	499.998117448616
Z12	SEEG	muV	n/a	n/a	499.998117448616
Z13	SEEG	muV	n/a	n/a	499.998117448616
Z14	SEEG	muV	n/a	n/a	499.998117448616
Z15	SEEG	muV	n/a	n/a	499.998117448616
F1	SEEG	muV	n/a	n/a	499.998117448616
F2	SEEG	muV	n/a	n/a	499.998117448616
F3	SEEG	muV	n/a	n/a	499.998117448616
F4	SEEG	muV	n/a	n/a	499.998117448616
F5	SEEG	muV	n/a	n/a	499.998117448616
F6	SEEG	muV	n/a	n/a	499.998117448616
F7	SEEG	muV	n/a	n/a	499.998117448616
F8	SEEG	muV	n/a	n/a	499.998117448616
F9	SEEG	muV	n/a	n/a	499.998117448616
F10	SEEG	muV	n/a	n/a	499.998117448616
F11	SEEG	muV	n/a	n/a	499.998117448616
F12	SEEG	muV	n/a	n/a	499.998117448616
J1	SEEG	muV	n/a	n/a	499.998117448616
J2	SEEG	muV	n/a	n/a	499.998117448616
J3	SEEG	muV	n/a	n/a	499.998117448616
J4	SEEG	muV	n/a	n/a	499.998117448616
J5	SEEG	muV	n/a	n/a	499.998117448616
J6	SEEG	muV	n/a	n/a	499.998117448616
J7	SEEG	muV	n/a	n/a	499.998117448616
J8	SEEG	muV	n/a	n/a	499.998117448616
J9	SEEG	muV	n/a	n/a	499.998117448616
J10	SEEG	muV	n/a	n/a	499.998117448616
J11	SEEG	muV	n/a	n/a	499.998117448616
J12	SEEG	muV	n/a	n/a	499.998117448616
D1	SEEG	muV	n/a	n/a	499.998117448616
D2	SEEG	muV	n/a	n/a	499.998117448616
D3	SEEG	muV	n/a	n/a	499.998117448616
D4	SEEG	muV	n/a	n/a	499.998117448616
D5	SEEG	muV	n/a	n/a	499.998117448616
D6	SEEG	muV	n/a	n/a	499.998117448616
D7	SEEG	muV	n/a	n/a	499.998117448616
D8	SEEG	muV	n/a	n/a	499.998117448616
