name	type	units	low_cutoff	high_cutoff	sampling_frequency
U5	SEEG	muV	n/a	n/a	499.5
U6	SEEG	muV	n/a	n/a	499.5
U7	SEEG	muV	n/a	n/a	499.5
U8	SEEG	muV	n/a	n/a	499.5
U9	SEEG	muV	n/a	n/a	499.5
U10	SEEG	muV	n/a	n/a	499.5
U11	SEEG	muV	n/a	n/a	499.5
U12	SEEG	muV	n/a	n/a	499.5
U13	SEEG	muV	n/a	n/a	499.5
U14	SEEG	muV	n/a	n/a	499.5
U15	SEEG	muV	n/a	n/a	499.5
PC1	SEEG	muV	n/a	n/a	499.5
PC2	SEEG	muV	n/a	n/a	499.5
PC3	SEEG	muV	n/a	n/a	499.5
PC4	SEEG	muV	n/a	n/a	499.5
PC5	SEEG	muV	n/a	n/a	499.5
PC6	SEEG	muV	n/a	n/a	499.5
PC7	SEEG	muV	n/a	n/a	499.5
PC8	SEEG	muV	n/a	n/a	499.5
PC9	SEEG	muV	n/a	n/a	499.5
PC10	SEEG	muV	n/a	n/a	499.5
PC11	SEEG	muV	n/a	n/a	499.5
PC12	SEEG	muV	n/a	n/a	499.5
PC13	SEEG	muV	n/a	n/a	499.5
PC14	SEEG	muV	n/a	n/a	499.5
PC15	SEEG	muV	n/a	n/a	499.5
