name	type	units	low_cutoff	high_cutoff	sampling_frequency
S7	SEEG	muV	n/a	n/a	499.666666666667
S8	SEEG	muV	n/a	n/a	499.666666666667
S9	SEEG	muV	n/a	n/a	499.666666666667
S10	SEEG	muV	n/a	n/a	499.666666666667
S11	SEEG	muV	n/a	n/a	499.666666666667
S12	SEEG	muV	n/a	n/a	499.666666666667
W1	SEEG	muV	n/a	n/a	499.666666666667
W2	SEEG	muV	n/a	n/a	499.666666666667
W3	SEEG	muV	n/a	n/a	499.666666666667
W4	SEEG	muV	n/a	n/a	499.666666666667
W5	SEEG	muV	n/a	n/a	499.666666666667
W6	SEEG	muV	n/a	n/a	499.666666666667
W7	SEEG	muV	n/a	n/a	499.666666666667
W8	SEEG	muV	n/a	n/a	499.666666666667
W9	SEEG	muV	n/a	n/a	499.666666666667
W10	SEEG	muV	n/a	n/a	499.666666666667
Y1	SEEG	muV	n/a	n/a	499.666666666667
Y2	SEEG	muV	n/a	n/a	499.666666666667
Y3	SEEG	muV	n/a	n/a	499.666666666667
Y4	SEEG	muV	n/a	n/a	499.666666666667
Y5	SEEG	muV	n/a	n/a	499.666666666667
Y6	SEEG	muV	n/a	n/a	499.666666666667
Y7	SEEG	muV	n/a	n/a	499.666666666667
Y8	SEEG	muV	n/a	n/a	499.666666666667
Y9	SEEG	muV	n/a	n/a	499.666666666667
Y10	SEEG	muV	n/a	n/a	499.666666666667
Y11	SEEG	muV	n/a	n/a	499.666666666667
Y12	SEEG	muV	n/a	n/a	499.666666666667
Y13	SEEG	muV	n/a	n/a	499.666666666667
Y14	SEEG	muV	n/a	n/a	499.666666666667
Y15	SEEG	muV	n/a	n/a	499.666666666667
Z1	SEEG	muV	n/a	n/a	499.666666666667
Z2	SEEG	muV	n/a	n/a	499.666666666667
Z3	SEEG	muV	n/a	n/a	499.666666666667
Z4	SEEG	muV	n/a	n/a	499.666666666667
Z5	SEEG	muV	n/a	n/a	499.666666666667
Z6	SEEG	muV	n/a	n/a	499.666666666667
Z7	SEEG	muV	n/a	n/a	499.666666666667
Z8	SEEG	muV	n/a	n/a	499.666666666667
Z9	SEEG	muV	n/a	n/a	499.666666666667
Z10	SEEG	muV	n/a	n/a	499.666666666667
Z11	SEEG	muV	n/a	n/a	499.666666666667
Z12	SEEG	muV	n/a	n/a	499.666666666667
Z13	SEEG	muV	n/a	n/a	499.666666666667
Z14	SEEG	muV	n/a	n/a	499.666666666667
Z15	SEEG	muV	n/a	n/a	499.666666666667
U1	SEEG	muV	n/a	n/a	499.666666666667
U2	SEEG	muV	n/a	n/a	499.666666666667
U3	SEEG	muV	n/a	n/a	499.666666666667
U4	SEEG	muV	n/a	n/a	499.666666666667
U5	SEEG	muV	n/a	n/a	499.666666666667
U6	SEEG	muV	n/a	n/a	499.666666666667
U7	SEEG	muV	n/a	n/a	499.666666666667
U8	SEEG	muV	n/a	n/a	499.666666666667
U9	SEEG	muV	n/a	n/a	499.666666666667
U10	SEEG	muV	n/a	n/a	499.666666666667
U11	SEEG	muV	n/a	n/a	499.666666666667
U12	SEEG	muV	n/a	n/a	499.666666666667
U13	SEEG	muV	n/a	n/a	499.666666666667
U14	SEEG	muV	n/a	n/a	499.666666666667
U15	SEEG	muV	n/a	n/a	499.666666666667
PC1	SEEG	muV	n/a	n/a	499.666666666667
PC2	SEEG	muV	n/a	n/a	499.666666666667
PC3	SEEG	muV	n/a	n/a	499.666666666667
PC4	SEEG	muV	n/a	n/a	499.666666666667
PC5	SEEG	muV	n/a	n/a	499.666666666667
PC6	SEEG	muV	n/a	n/a	499.666666666667
PC7	SEEG	muV	n/a	n/a	499.666666666667
PC8	SEEG	muV	n/a	n/a	499.666666666667
PC9	SEEG	muV	n/a	n/a	499.666666666667
PC10	SEEG	muV	n/a	n/a	499.666666666667
PC11	SEEG	muV	n/a	n/a	499.666666666667
PC12	SEEG	muV	n/a	n/a	499.666666666667
PC13	SEEG	muV	n/a	n/a	499.666666666667
PC14	SEEG	muV	n/a	n/a	499.666666666667
PC15	SEEG	muV	n/a	n/a	499.666666666667
